Station Name,LID,Modes of Transports
"Kolonie, Limbach Kirkel","A=1@O=Kolonie, Limbach Kirkel@X=7260345@Y=49312979@U=80@L=55906@",128
"Ev. Kirche, Bexbach","A=1@O=Ev. Kirche, Bexbach@X=7260830@Y=49348739@U=80@L=51434@",640
"Bahnbrücke, Bexbach","A=1@O=Bahnbrücke, Bexbach@X=7261172@Y=49346914@U=80@L=51410@",640
"Blumengarten, Bexbach","A=1@O=Blumengarten, Bexbach@X=7261855@Y=49342554@U=80@L=51411@",640
"Ortsmitte, Niederbexbach Bexbach","A=1@O=Ortsmitte, Niederbexbach Bexbach@X=7262097@Y=49331506@U=80@L=51903@",640
"Nieder, Niederbexbach Bexbach","A=1@O=Nieder, Niederbexbach Bexbach@X=7263563@Y=49339920@U=80@L=51901@",640
"Platte, Niederbexbach Bexbach","A=1@O=Platte, Niederbexbach Bexbach@X=7264444@Y=49336046@U=80@L=51902@",640
"Schwimmbad, Limbach Kirkel","A=1@O=Schwimmbad, Limbach Kirkel@X=7265675@Y=49313869@U=80@L=55907@",640
"Am Petersberg, Bexbach","A=1@O=Am Petersberg, Bexbach@X=7266179@Y=49349619@U=80@L=51415@",128
"Abzw Hochstr., Bexbach","A=1@O=Abzw Hochstr., Bexbach@X=7266197@Y=49348478@U=80@L=51412@",640
"Freizeitzentrum, Limbach Kirkel","A=1@O=Freizeitzentrum, Limbach Kirkel@X=7266466@Y=49311622@U=80@L=55911@",640
"Friedrichstr., Limbach Kirkel","A=1@O=Friedrichstr., Limbach Kirkel@X=7270080@Y=49309159@U=80@L=55922@",640
"Molter, Bexbach","A=1@O=Molter, Bexbach@X=7270305@Y=49347768@U=80@L=51417@",640
"Gemeinschaftsschule, Limbach Kirkel","A=1@O=Gemeinschaftsschule, Limbach Kirkel@X=7271464@Y=49315613@U=80@L=55910@",640
"P+R, Limbach Kirkel","A=1@O=P+R, Limbach Kirkel@X=7271536@Y=49306777@U=80@L=55912@",640
"Auf der Heide, Bexbach","A=1@O=Auf der Heide, Bexbach@X=7273145@Y=49349664@U=80@L=51431@",128
"Grundschule, Limbach Kirkel","A=1@O=Grundschule, Limbach Kirkel@X=7273271@Y=49313438@U=80@L=55908@",128
"Post, Limbach Kirkel","A=1@O=Post, Limbach Kirkel@X=7273712@Y=49316494@U=80@L=55902@",640
"Eichenweg, Limbach Kirkel","A=1@O=Eichenweg, Limbach Kirkel@X=7276435@Y=49309168@U=80@L=55914@",640
"Rathaus, Limbach Kirkel","A=1@O=Rathaus, Limbach Kirkel@X=7277469@Y=49316962@U=80@L=55901@",640
"Bahnhofstr., Limbach Kirkel","A=1@O=Bahnhofstr., Limbach Kirkel@X=7278593@Y=49314795@U=80@L=55900@",128
"Limbach (b Homburg,Saar)","A=1@O=Limbach (b Homburg,Saar)@X=7280022@Y=49312485@U=80@L=8003684@",8
"Kaiserstr., Limbach Kirkel","A=1@O=Kaiserstr., Limbach Kirkel@X=7280912@Y=49310678@U=80@L=55903@",128
"Bahnhof, Limbach Kirkel","A=1@O=Bahnhof, Limbach Kirkel@X=7282063@Y=49311604@U=80@L=55913@",648
"Glockenturm, Altstadt Kirkel","A=1@O=Glockenturm, Altstadt Kirkel@X=7284346@Y=49319829@U=80@L=55801@",640
"Neue Siedlung, Limbach Kirkel","A=1@O=Neue Siedlung, Limbach Kirkel@X=7287105@Y=49308251@U=80@L=55904@",128
"Bexbacher Str., Altstadt Kirkel","A=1@O=Bexbacher Str., Altstadt Kirkel@X=7287213@Y=49323569@U=80@L=55802@",640
"Schillerstr., Altstadt Kirkel","A=1@O=Schillerstr., Altstadt Kirkel@X=7287582@Y=49324647@U=80@L=55803@",128
"Feuerwehr, Kleinottweiler Bexbach","A=1@O=Feuerwehr, Kleinottweiler Bexbach@X=7289290@Y=49347741@U=80@L=51803@",128
"Schule, Altstadt Kirkel","A=1@O=Schule, Altstadt Kirkel@X=7289640@Y=49323056@U=80@L=55806@",128
"Haydnstr., Limbach Kirkel","A=1@O=Haydnstr., Limbach Kirkel@X=7291303@Y=49308835@U=80@L=55909@",128
"Kirche, Kleinottweiler Bexbach","A=1@O=Kirche, Kleinottweiler Bexbach@X=7292364@Y=49347076@U=80@L=51802@",640
"Homburger Str., Kleinottweiler Bexbach","A=1@O=Homburger Str., Kleinottweiler Bexbach@X=7292616@Y=49345287@U=80@L=51801@",640
"Wasserwerk, Altstadt Kirkel","A=1@O=Wasserwerk, Altstadt Kirkel@X=7292661@Y=49315407@U=80@L=55804@",640
"Hechlertalstr., Bierbach an der Blies Blieskastel","A=1@O=Hechlertalstr., Bierbach an der Blies Blieskastel@X=7293829@Y=49266883@U=80@L=52701@",128
"Bliesberger Hof, Limbach Kirkel","A=1@O=Bliesberger Hof, Limbach Kirkel@X=7294252@Y=49308251@U=80@L=55905@",128
"Hechlerbrunnen, Bierbach an der Blies Blieskastel","A=1@O=Hechlerbrunnen, Bierbach an der Blies Blieskastel@X=7297991@Y=49269283@U=80@L=52704@",128
"Gutenbrunnen, Wörschweiler Homburg","A=1@O=Gutenbrunnen, Wörschweiler Homburg@X=7302738@Y=49276771@U=80@L=50902@",128
"Zollbahnhof, Altstadt Kirkel","A=1@O=Zollbahnhof, Altstadt Kirkel@X=7306882@Y=49316809@U=80@L=55800@",640
"Sportplatz, Wörschweiler Homburg","A=1@O=Sportplatz, Wörschweiler Homburg@X=7307071@Y=49281104@U=80@L=50903@",128
"An der Kiesgrube, Beeden Homburg","A=1@O=An der Kiesgrube, Beeden Homburg@X=7308077@Y=49304700@U=80@L=50101@",128
"Kreuzung, Wörschweiler Homburg","A=1@O=Kreuzung, Wörschweiler Homburg@X=7311116@Y=49284196@U=80@L=50901@",128
"Ortsmitte, Beeden Homburg","A=1@O=Ortsmitte, Beeden Homburg@X=7311313@Y=49307487@U=80@L=50102@",128
"Wustental, Einöd Homburg","A=1@O=Wustental, Einöd Homburg@X=7313012@Y=49275512@U=80@L=50604@",128
"Zunderbaum, Homburg","A=1@O=Zunderbaum, Homburg@X=7314190@Y=49333969@U=80@L=50040@",640
"Krummrechstr., Einöd Homburg","A=1@O=Krummrechstr., Einöd Homburg@X=7315251@Y=49271395@U=80@L=50602@",128
"Lappentascherhof, Erbach Homburg","A=1@O=Lappentascherhof, Erbach Homburg@X=7315637@Y=49327245@U=80@L=50065@",512
"Römermuseum, Schwarzenacker Homburg","A=1@O=Römermuseum, Schwarzenacker Homburg@X=7315745@Y=49282506@U=80@L=51000@",128
"Bierbacher Str., Schwarzenacker Homburg","A=1@O=Bierbacher Str., Schwarzenacker Homburg@X=7316006@Y=49284412@U=80@L=51001@",128
"Schule, Beeden Homburg","A=1@O=Schule, Beeden Homburg@X=7316716@Y=49310121@U=80@L=50103@",128
"Breslauer Str., Erbach Homburg","A=1@O=Breslauer Str., Erbach Homburg@X=7317264@Y=49333951@U=80@L=50326@",128
"Reitplatz, Einöd Homburg","A=1@O=Reitplatz, Einöd Homburg@X=7317804@Y=49275989@U=80@L=50606@",128
"Berliner Str., Erbach Homburg","A=1@O=Berliner Str., Erbach Homburg@X=7318127@Y=49334886@U=80@L=50306@",128
"Jugenddorf, Schwarzenbach Homburg","A=1@O=Jugenddorf, Schwarzenbach Homburg@X=7318361@Y=49289104@U=80@L=50503@",128
"Wilmersdorfer Str., Erbach Homburg","A=1@O=Wilmersdorfer Str., Erbach Homburg@X=7318783@Y=49338689@U=80@L=50338@",128
"Brandenburger Str., Erbach Homburg","A=1@O=Brandenburger Str., Erbach Homburg@X=7318819@Y=49340873@U=80@L=50337@",128
"Dorfplatz, Einöd Homburg","A=1@O=Dorfplatz, Einöd Homburg@X=7319440@Y=49269094@U=80@L=50600@",128
"Pirminiusstr., Beeden Homburg","A=1@O=Pirminiusstr., Beeden Homburg@X=7319449@Y=49313375@U=80@L=50104@",128
"Friedhof, Schwarzenbach Homburg","A=1@O=Friedhof, Schwarzenbach Homburg@X=7320428@Y=49293248@U=80@L=50502@",128
"Grundschule, Einöd Homburg","A=1@O=Grundschule, Einöd Homburg@X=7320536@Y=49270568@U=80@L=50611@",128
"Ospelstr., Einöd Homburg","A=1@O=Ospelstr., Einöd Homburg@X=7320626@Y=49274703@U=80@L=50607@",128
"Liegnitzer Str., Erbach Homburg","A=1@O=Liegnitzer Str., Erbach Homburg@X=7320887@Y=49332585@U=80@L=50325@",128
"Bliesberger Str., Beeden Homburg","A=1@O=Bliesberger Str., Beeden Homburg@X=7320941@Y=49316539@U=80@L=50107@",128
Einöd (Saar),A=1@O=Einöd (Saar)@X=7320950@Y=49267152@U=80@L=8000371@,8
"Tegeler Str., Erbach Homburg","A=1@O=Tegeler Str., Erbach Homburg@X=7321139@Y=49337403@U=80@L=50335@",128
"Im Wieschen, Einöd Homburg","A=1@O=Im Wieschen, Einöd Homburg@X=7321318@Y=49272114@U=80@L=50608@",128
"Gleiwitzer Str., Erbach Homburg","A=1@O=Gleiwitzer Str., Erbach Homburg@X=7321390@Y=49335345@U=80@L=50328@",128
"Gerlach, Homburg","A=1@O=Gerlach, Homburg@X=7321633@Y=49309384@U=80@L=50027@",128
"Moabiter Str., Erbach Homburg","A=1@O=Moabiter Str., Erbach Homburg@X=7322181@Y=49340325@U=80@L=50336@",128
"Abzw Lappentascherhof, Homburg","A=1@O=Abzw Lappentascherhof, Homburg@X=7322298@Y=49329115@U=80@L=50052@",640
"Gleisdreieck, Homburg","A=1@O=Gleisdreieck, Homburg@X=7322415@Y=49318346@U=80@L=50083@",640
"Krempel, Homburg","A=1@O=Krempel, Homburg@X=7323089@Y=49316108@U=80@L=50023@",128
"An der Sandrennbahn, Erbach Homburg","A=1@O=An der Sandrennbahn, Erbach Homburg@X=7323089@Y=49334976@U=80@L=50334@",128
"Ludwigstr., Erbach Homburg","A=1@O=Ludwigstr., Erbach Homburg@X=7323350@Y=49336037@U=80@L=50317@",128
"Musikschule, Erbach Homburg","A=1@O=Musikschule, Erbach Homburg@X=7323844@Y=49331389@U=80@L=50324@",128
"Jägersburger Str., Reiskirchen Homburg","A=1@O=Jägersburger Str., Reiskirchen Homburg@X=7324177@Y=49348325@U=80@L=50413@",128
"Industriegebiet West, Homburg","A=1@O=Industriegebiet West, Homburg@X=7324231@Y=49308844@U=80@L=50025@",128
"Villeroy & Boch, Homburg","A=1@O=Villeroy *26 Boch, Homburg@X=7324932@Y=49316899@U=80@L=50013@",128
"Sandrennbahnschule, Erbach Homburg","A=1@O=Sandrennbahnschule, Erbach Homburg@X=7325049@Y=49333250@U=80@L=50069@",128
"Saarstr., Erbach Homburg","A=1@O=Saarstr., Erbach Homburg@X=7325642@Y=49329969@U=80@L=50323@",128
"Industriegebiet, Homburg","A=1@O=Industriegebiet, Homburg@X=7325894@Y=49314076@U=80@L=50085@",128
"Johanneum, Homburg","A=1@O=Johanneum, Homburg@X=7326155@Y=49304008@U=80@L=50005@",128
"Bosch West, Homburg","A=1@O=Bosch West, Homburg@X=7326289@Y=49326742@U=80@L=50002@",640
"Moritzstr., Erbach Homburg","A=1@O=Moritzstr., Erbach Homburg@X=7327081@Y=49335587@U=80@L=50344@",128
"Siebenpfeiffer-Schule, Erbach Homburg","A=1@O=Siebenpfeiffer-Schule, Erbach Homburg@X=7327359@Y=49341781@U=80@L=50329@",128
"Spandauer Str., Erbach Homburg","A=1@O=Spandauer Str., Erbach Homburg@X=7327611@Y=49338473@U=80@L=50330@",128
"Denkmal, Reiskirchen Homburg","A=1@O=Denkmal, Reiskirchen Homburg@X=7327701@Y=49346069@U=80@L=50412@",128
"Inastr., Erbach Homburg","A=1@O=Inastr., Erbach Homburg@X=7328105@Y=49330436@U=80@L=50322@",128
"Steinackerstr., Erbach Homburg","A=1@O=Steinackerstr., Erbach Homburg@X=7328186@Y=49327605@U=80@L=50321@",128
"Händelstr., Homburg","A=1@O=Händelstr., Homburg@X=7328726@Y=49318930@U=80@L=50022@",640
"Entenmühlstr., Homburg","A=1@O=Entenmühlstr., Homburg@X=7329337@Y=49313042@U=80@L=50070@",128
"Schwinn, Homburg","A=1@O=Schwinn, Homburg@X=7329606@Y=49324396@U=80@L=50028@",640
"Hügelweg, Erbach Homburg","A=1@O=Hügelweg, Erbach Homburg@X=7330865@Y=49328666@U=80@L=50345@",128
"Birkensiedlung, Homburg","A=1@O=Birkensiedlung, Homburg@X=7330928@Y=49305608@U=80@L=50001@",128
"Saar-Nadellager, Erbach Homburg","A=1@O=Saar-Nadellager, Erbach Homburg@X=7331305@Y=49330733@U=80@L=50332@",128
"Holbeinstr., Erbach Homburg","A=1@O=Holbeinstr., Erbach Homburg@X=7331332@Y=49336037@U=80@L=50343@",128
"Rembrandtstr., Erbach Homburg","A=1@O=Rembrandtstr., Erbach Homburg@X=7332025@Y=49333915@U=80@L=50342@",128
"Fichtenweg, Homburg","A=1@O=Fichtenweg, Homburg@X=7332672@Y=49304341@U=80@L=50082@",128
"Luitpoldschule, Erbach Homburg","A=1@O=Luitpoldschule, Erbach Homburg@X=7332744@Y=49340729@U=80@L=50311@",128
"Forum, Homburg","A=1@O=Forum, Homburg@X=7332843@Y=49319299@U=80@L=50021@",640
"Wolsiffer Str., Erbach Homburg","A=1@O=Wolsiffer Str., Erbach Homburg@X=7333148@Y=49340558@U=80@L=50312@",128
"Drehscheibe, Bexbach","A=1@O=Drehscheibe, Bexbach@X=7246978@Y=49351085@U=80@L=51424@",640
"Kurpfalz, Bexbach","A=1@O=Kurpfalz, Bexbach@X=7247014@Y=49353898@U=80@L=51404@",640
"Am Junkersberg, Bexbach","A=1@O=Am Junkersberg, Bexbach@X=7249054@Y=49355840@U=80@L=51422@",640
"Junkersberg, Bexbach","A=1@O=Junkersberg, Bexbach@X=7249638@Y=49359606@U=80@L=51425@",640
"Friedhof, Münchwies Neunkirchen","A=1@O=Friedhof, Münchwies Neunkirchen@X=7249980@Y=49394179@U=80@L=30901@",640
"Kreuz, Bexbach","A=1@O=Kreuz, Bexbach@X=7250438@Y=49351624@U=80@L=51420@",640
"Feuerwehr, Bexbach","A=1@O=Feuerwehr, Bexbach@X=7251059@Y=49353233@U=80@L=51416@",640
"Rathausstr., Bexbach","A=1@O=Rathausstr., Bexbach@X=7252623@Y=49350195@U=80@L=51426@",640
"Apotheke, Frankenholz Bexbach","A=1@O=Apotheke, Frankenholz Bexbach@X=7253252@Y=49379266@U=80@L=51602@",640
"Ziehwaldstr., Frankenholz Bexbach","A=1@O=Ziehwaldstr., Frankenholz Bexbach@X=7253836@Y=49385576@U=80@L=51605@",640
"Keglerheim, Oberbexbach Bexbach","A=1@O=Keglerheim, Oberbexbach Bexbach@X=7255014@Y=49361350@U=80@L=51510@",640
"Kreissparkasse, Frankenholz Bexbach","A=1@O=Kreissparkasse, Frankenholz Bexbach@X=7255131@Y=49377486@U=80@L=51607@",640
"Hirtenberg, Frankenholz Bexbach","A=1@O=Hirtenberg, Frankenholz Bexbach@X=7255868@Y=49381414@U=80@L=51603@",640
"Grundschule, Frankenholz Bexbach","A=1@O=Grundschule, Frankenholz Bexbach@X=7256515@Y=49378484@U=80@L=51606@",128
"Barth, Frankenholz Bexbach","A=1@O=Barth, Frankenholz Bexbach@X=7256713@Y=49384605@U=80@L=51604@",128
"Schule, Frankenholz Bexbach","A=1@O=Schule, Frankenholz Bexbach@X=7256776@Y=49378520@U=80@L=51609@",128
"Weißes Rößl, Bexbach","A=1@O=Weißes Rößl, Bexbach@X=7258646@Y=49352883@U=80@L=51408@",640
"Ortsanfang, Oberbexbach Bexbach","A=1@O=Ortsanfang, Oberbexbach Bexbach@X=7259437@Y=49356298@U=80@L=51501@",640
"Friedhof, Lautenbach Ottweiler","A=1@O=Friedhof, Lautenbach Ottweiler@X=7259751@Y=49417030@U=80@L=34203@",128
"Kohlestraße West, Höchen Bexbach","A=1@O=Kohlestraße West, Höchen Bexbach@X=7259967@Y=49387833@U=80@L=51707@",128
"Markt, Oberbexbach Bexbach","A=1@O=Markt, Oberbexbach Bexbach@X=7260354@Y=49364011@U=80@L=51503@",640
"Volkshaus, Oberbexbach Bexbach","A=1@O=Volkshaus, Oberbexbach Bexbach@X=7260461@Y=49361368@U=80@L=51502@",640
"Schwesternhaus, Höchen Bexbach","A=1@O=Schwesternhaus, Höchen Bexbach@X=7260614@Y=49386925@U=80@L=51701@",128
"Markwaldstr., Frankenholz Bexbach","A=1@O=Markwaldstr., Frankenholz Bexbach@X=7261828@Y=49376614@U=80@L=51601@",640
"Remmesfürth, Lautenbach Ottweiler","A=1@O=Remmesfürth, Lautenbach Ottweiler@X=7262772@Y=49415483@U=80@L=34201@",128
"Kohlstr., Höchen Bexbach","A=1@O=Kohlstr., Höchen Bexbach@X=7264111@Y=49390368@U=80@L=51702@",128
"Abzw Martin-Luther-Str., Oberbexbach Bexbach","A=1@O=Abzw Martin-Luther-Str., Oberbexbach Bexbach@X=7264812@Y=49361144@U=80@L=51507@",640
"Im Burrfeld, Oberbexbach Bexbach","A=1@O=Im Burrfeld, Oberbexbach Bexbach@X=7265028@Y=49366429@U=80@L=51504@",640
"Ortsmitte, Lautenbach Ottweiler","A=1@O=Ortsmitte, Lautenbach Ottweiler@X=7265199@Y=49420095@U=80@L=34204@",128
"Saarpfalz-Park, Bexbach","A=1@O=Saarpfalz-Park, Bexbach@X=7265450@Y=49355112@U=80@L=51418@",128
"Am Stockfeld, Frankenholz Bexbach","A=1@O=Am Stockfeld, Frankenholz Bexbach@X=7265864@Y=49373396@U=80@L=51612@",640
"Friedrichstr., Bexbach","A=1@O=Friedrichstr., Bexbach@X=7266071@Y=49353098@U=80@L=51419@",128
"Lautenbacher Str., Breitenbach Waldmohr","A=1@O=Lautenbacher Str., Breitenbach Waldmohr@X=7266421@Y=49430262@U=80@L=84901@",128
"Abzw Folloch, Oberbexbach Bexbach","A=1@O=Abzw Folloch, Oberbexbach Bexbach@X=7266493@Y=49365351@U=80@L=51506@",640
"Abzw Römerstr., Höchen Bexbach","A=1@O=Abzw Römerstr., Höchen Bexbach@X=7268426@Y=49388066@U=80@L=51703@",128
"Am Stockwäldchen, Oberbexbach Bexbach","A=1@O=Am Stockwäldchen, Oberbexbach Bexbach@X=7269028@Y=49370627@U=80@L=51505@",640
"Wendeplatz, Breitenbach Waldmohr","A=1@O=Wendeplatz, Breitenbach Waldmohr@X=7272156@Y=49432922@U=80@L=84998@",128
"Markt, Höchen Bexbach","A=1@O=Markt, Höchen Bexbach@X=7272660@Y=49389154@U=80@L=51704@",128
"Abzw Websweiler, Höchen Bexbach","A=1@O=Abzw Websweiler, Höchen Bexbach@X=7276013@Y=49387338@U=80@L=51705@",128
"Hochwiesmühle, Bexbach","A=1@O=Hochwiesmühle, Bexbach@X=7278053@Y=49353916@U=80@L=51421@",640
"Ortsmitte, Websweiler Homburg","A=1@O=Ortsmitte, Websweiler Homburg@X=7279662@Y=49378870@U=80@L=50704@",128
"Freibad, Bexbach","A=1@O=Freibad, Bexbach@X=7281676@Y=49353853@U=80@L=51432@",512
Bambergerhof,A=1@O=Bambergerhof@X=7284364@Y=49421057@U=80@L=84921@,128
"Torhaus, Höchen Bexbach","A=1@O=Torhaus, Höchen Bexbach@X=7287186@Y=49385729@U=80@L=51708@",128
"Golfplatz, Websweiler Homburg","A=1@O=Golfplatz, Websweiler Homburg@X=7289703@Y=49375293@U=80@L=50708@",128
"Altbreitenfelder Hof, Jägersburg Homburg","A=1@O=Altbreitenfelder Hof, Jägersburg Homburg@X=7295106@Y=49381270@U=80@L=50705@",128
"Neubreitenfelder Hof, Jägersburg Homburg","A=1@O=Neubreitenfelder Hof, Jägersburg Homburg@X=7297272@Y=49383886@U=80@L=50706@",128
Dunzweiler Wartehalle,A=1@O=Dunzweiler Wartehalle@X=7302153@Y=49413865@U=80@L=85604@,128
Dunzweiler Ortsmitte,A=1@O=Dunzweiler Ortsmitte@X=7305641@Y=49415888@U=80@L=85603@,128
Dunzweiler Ortseingang,A=1@O=Dunzweiler Ortseingang@X=7307907@Y=49418540@U=80@L=85602@,128
Waldziegelhütte,A=1@O=Waldziegelhütte@X=7312976@Y=49397838@U=80@L=93205@,128
Dunzweiler Mühle,A=1@O=Dunzweiler Mühle@X=7314478@Y=49416140@U=80@L=85601@,128
"Brückweiher, Jägersburg Homburg","A=1@O=Brückweiher, Jägersburg Homburg@X=7314559@Y=49363885@U=80@L=50711@",128
"Herrgottshübel, Jägersburg Homburg","A=1@O=Herrgottshübel, Jägersburg Homburg@X=7320285@Y=49375841@U=80@L=50709@",128
"Ortsmitte, Reiskirchen Homburg","A=1@O=Ortsmitte, Reiskirchen Homburg@X=7322424@Y=49350294@U=80@L=50411@",128
"Kleinottweilerstr., Jägersburg Homburg","A=1@O=Kleinottweilerstr., Jägersburg Homburg@X=7322505@Y=49368838@U=80@L=50710@",128
"Schlossweiher, Jägersburg Homburg","A=1@O=Schlossweiher, Jägersburg Homburg@X=7322550@Y=49371598@U=80@L=50701@",128
"Am Eichwald, Jägersburg Homburg","A=1@O=Am Eichwald, Jägersburg Homburg@X=7324078@Y=49366007@U=80@L=50703@",128
"Ortsmitte, Jägersburg Homburg","A=1@O=Ortsmitte, Jägersburg Homburg@X=7324716@Y=49371769@U=80@L=50702@",128
"Friedhof, Reiskirchen Homburg","A=1@O=Friedhof, Reiskirchen Homburg@X=7325067@Y=49352199@U=80@L=50410@",128
"Süd, Waldmohr","A=1@O=Süd, Waldmohr@X=7329597@Y=49380803@U=80@L=93207@",128
"Turnhalle, Erbach Homburg","A=1@O=Turnhalle, Erbach Homburg@X=7330649@Y=49351336@U=80@L=50305@",128
"Bürgerhaus, Waldmohr","A=1@O=Bürgerhaus, Waldmohr@X=7331683@Y=49384641@U=80@L=93203@",128
"Grundschule, Niederkirchen St. Wendel","A=1@O=Grundschule, Niederkirchen St. Wendel@X=7246897@Y=49469419@U=80@L=9200188@",512
"Neue Straße 27, Hoof St. Wendel","A=1@O=Neue Straße 27, Hoof St. Wendel@X=7247310@Y=49486624@U=80@L=9200165@",512
"Saaler Straße 27, Saal St. Wendel","A=1@O=Saaler Straße 27, Saal St. Wendel@X=7247580@Y=49461769@U=80@L=9200201@",512
"Ortsmitte, Saal St.Wendel","A=1@O=Ortsmitte, Saal St.Wendel@X=7248002@Y=49463477@U=80@L=61201@",128
"Saaler Straße 18, Saal St. Wendel","A=1@O=Saaler Straße 18, Saal St. Wendel@X=7248650@Y=49463081@U=80@L=9200200@",512
"Hohlstraße, Niederkirchen St. Wendel","A=1@O=Hohlstraße, Niederkirchen St. Wendel@X=7248659@Y=49467711@U=80@L=9200192@",512
"Paul-Gerhardt-Straße 16, Niederkirchen St. Wendel","A=1@O=Paul-Gerhardt-Straße 16, Niederkirchen St. Wendel@X=7248838@Y=49465553@U=80@L=9200194@",512
"Im Bremmer 19, Niederkirchen St. Wendel","A=1@O=Im Bremmer 19, Niederkirchen St. Wendel@X=7249180@Y=49470363@U=80@L=9200189@",512
"Berggartenstraße, Saal St. Wendel","A=1@O=Berggartenstraße, Saal St. Wendel@X=7249198@Y=49462083@U=80@L=9200203@",512
"Am Alten Friedhof, Niederkirchen St. Wendel","A=1@O=Am Alten Friedhof, Niederkirchen St. Wendel@X=7249836@Y=49469320@U=80@L=9200191@",512
"Rundstraße 14, Hoof St. Wendel","A=1@O=Rundstraße 14, Hoof St. Wendel@X=7250043@Y=49488053@U=80@L=9200163@",512
"Paul-Gerhardt-Straße 1, Niederkirchen St. Wendel","A=1@O=Paul-Gerhardt-Straße 1, Niederkirchen St. Wendel@X=7250160@Y=49466965@U=80@L=9200187@",512
"Rundstraße 17, Hoof St. Wendel","A=1@O=Rundstraße 17, Hoof St. Wendel@X=7250600@Y=49486076@U=80@L=9200164@",512
"Bahnhof, Hoof St.Wendel","A=1@O=Bahnhof, Hoof St.Wendel@X=7250798@Y=49484682@U=80@L=60400@",128
"Dorfgemeinschaftshaus, Saal St.Wendel","A=1@O=Dorfgemeinschaftshaus, Saal St.Wendel@X=7250888@Y=49463863@U=80@L=61202@",128
"Im Adsack, Niederkirchen St. Wendel","A=1@O=Im Adsack, Niederkirchen St. Wendel@X=7251149@Y=49469536@U=80@L=9200193@",512
"Im Bremmer 5, Niederkirchen St. Wendel","A=1@O=Im Bremmer 5, Niederkirchen St. Wendel@X=7251499@Y=49471181@U=80@L=9200190@",512
"Ortsmitte, Niederkirchen St.Wendel","A=1@O=Ortsmitte, Niederkirchen St.Wendel@X=7252380@Y=49467693@U=80@L=60701@",128
"Niederkircher Straße, Marth St. Wendel","A=1@O=Niederkircher Straße, Marth St. Wendel@X=7254259@Y=49473275@U=80@L=9200178@",512
"Bubacher Straße 28, Saal St. Wendel","A=1@O=Bubacher Straße 28, Saal St. Wendel@X=7254277@Y=49463261@U=80@L=9200204@",512
"Am Buberg, Niederkirchen St. Wendel","A=1@O=Am Buberg, Niederkirchen St. Wendel@X=7254735@Y=49470282@U=80@L=9200205@",512
"Hoofer Straße 2, Marth St. Wendel","A=1@O=Hoofer Straße 2, Marth St. Wendel@X=7255931@Y=49474345@U=80@L=9200177@",512
"Hoofer Straße 24, Marth St. Wendel","A=1@O=Hoofer Straße 24, Marth St. Wendel@X=7256965@Y=49476691@U=80@L=9200175@",512
"Hoofer Straße 15, Marth St. Wendel","A=1@O=Hoofer Straße 15, Marth St. Wendel@X=7257450@Y=49475406@U=80@L=9200176@",512
"Tankstelle, Marth St.Wendel","A=1@O=Tankstelle, Marth St.Wendel@X=7257522@Y=49472664@U=80@L=60601@",128
"Neumühle, Hoof St.Wendel","A=1@O=Neumühle, Hoof St.Wendel@X=7258106@Y=49483280@U=80@L=60401@",128
"Auf Dilgeshöh, Marth St. Wendel","A=1@O=Auf Dilgeshöh, Marth St. Wendel@X=7258843@Y=49472385@U=80@L=9200179@",512
"Auf der Meß, Marth St. Wendel","A=1@O=Auf der Meß, Marth St. Wendel@X=7259769@Y=49477293@U=80@L=9200174@",512
"Zoll, Marth St.Wendel","A=1@O=Zoll, Marth St.Wendel@X=7261747@Y=49476125@U=80@L=60602@",128
"Sportplatz, Marth St. Wendel","A=1@O=Sportplatz, Marth St. Wendel@X=7263023@Y=49470704@U=80@L=9200180@",512
"Am Diesenborn, Osterbrücken St. Wendel","A=1@O=Am Diesenborn, Osterbrücken St. Wendel@X=7263455@Y=49488323@U=80@L=9200172@",512
"Brückenstraße, Osterbrücken St. Wendel","A=1@O=Brückenstraße, Osterbrücken St. Wendel@X=7264399@Y=49494112@U=80@L=9200173@",512
"Schumacher, Osterbrücken St.Wendel","A=1@O=Schumacher, Osterbrücken St.Wendel@X=7264866@Y=49490669@U=80@L=61001@",128
"Am Emmerich 29, Osterbrücken St. Wendel","A=1@O=Am Emmerich 29, Osterbrücken St. Wendel@X=7265783@Y=49489986@U=80@L=9200171@",512
"Brunnen, Osterbrücken St.Wendel","A=1@O=Brunnen, Osterbrücken St.Wendel@X=7266637@Y=49494346@U=80@L=61002@",128
"Am Emmerich 9, Osterbrücken St. Wendel","A=1@O=Am Emmerich 9, Osterbrücken St. Wendel@X=7267131@Y=49491802@U=80@L=9200170@",512
"Marther Straße 29, Bubach i.O. St. Wendel","A=1@O=Marther Straße 29, Bubach i.O. St. Wendel@X=7267446@Y=49470066@U=80@L=9200181@",512
Biehlstraße Haupersweiler,A=1@O=Biehlstraße Haupersweiler@X=7268426@Y=49510814@U=80@L=9200321@,512
Wilhelmstraße Haupersweiler,A=1@O=Wilhelmstraße Haupersweiler@X=7268444@Y=49514374@U=80@L=9200326@,512
Stockgarten Haupersweiler,A=1@O=Stockgarten Haupersweiler@X=7268785@Y=49512216@U=80@L=9200325@,512
"Krottelbacher Straße 4, Bubach i.O. St.Wendel","A=1@O=Krottelbacher Straße 4, Bubach i.O. St.Wendel@X=7268983@Y=49467693@U=80@L=9200186@",512
